,0,1,2,3,4,5,6
1,0.363293480274907,0.23442565048562689,0.0,0.0013883733704794649,0.15089249586898668,0.25,1.4272870644659208e-59
2,0.29369178843025845,0.0,0.24531519925196935,0.00010865845978341436,0.17210760518691404,0.2887767486710748,2.557649232964285e-278
3,0.10910915718587971,0.16029497900477996,0.42328064541879407,0.0,0.15846873870327818,0.14884647968726805,1.4508786377621305e-66
4,8.97763886469083e-30,1.4393711113917747e-269,1.24274145677745e-15,0.3341681594286312,0.5408318405713676,0.12499999999999999,5.581064109787808e-248
5,0.5725845505451856,0.0,0.2862922752725928,3.1668645771611975e-51,8.705746197688666e-209,0.1411231741822215,0.0
6,0.2918218586482425,0.0,0.2918218586482425,5.778942571382219e-19,0.129276619699555,0.28707966300395993,4.150994107576224e-257
7,9.576697741195692e-16,0.30117440606283896,0.2761933985095295,0.27338717990720174,0.14924501552042874,2.1365401038353305e-199,5.623846536906563e-56
8,0.375,0.0,0.326139099265375,1.5972029116206974e-23,0.298860900734625,0.0,5.497122978375406e-237
9,0.594192209763426,0.12898081151537683,6.078496135747875e-303,4.417443789956771e-129,0.12995646211986453,0.14687051660133266,1.3812136331203832e-36
10,8.22826350563615e-05,4.062312917271219e-06,0.1249177173647087,0.0,5.4785514970617694e-210,8.092399594485989e-23,0.8749959376873178
11,0.14476473142618132,0.0,0.0,3.472364571417159e-45,0.0,0.8552352685738187,0.0
12,0.1884591023257134,3.0675550767187354e-243,0.03723528504451482,0.3104195937300958,0.14854067184678305,0.3153453470528929,0.0
13,2.691318180765924e-153,0.18347035820060126,0.18539533913976997,0.0,0.0,0.18405336127591138,0.4470809413837174
14,0.4938338867940133,2.113266776179793e-190,2.2790675087926012e-290,0.2125427795556794,5.046722026229118e-242,0.2936233336503073,0.0
15,1.7891722714294183e-43,1.1893277218338537e-155,1.8195204817522522e-205,0.3182453790803388,0.3311003834564674,0.3506542374631937,0.0
16,0.15,0.25,0.6,7.248968276739496e-53,1.610396873005771e-203,1.4443713e-317,9.988571886366196e-72
17,1.8518735700739965e-208,6.245301856846405e-06,0.333154717637012,0.0,9.965702227090742e-201,0.1633086900491172,0.503530347012014
18,6.878027133191623e-20,0.023781914887903155,0.0,0.15336450842946284,0.03832340577941236,0.12499999999999999,0.6595301709032216
19,0.25,0.0,0.125,1.5169440671360025e-67,9.919112712595797e-103,0.625,0.0
20,7.594888455337216e-284,0.2249688257020565,0.5949600870162356,9.700579607272946e-75,0.18007108728170784,6.013225239501177e-300,1.5780188286252283e-68
21,0.17707261118778667,3.408330016278844e-275,0.14256621321783886,0.37218315085767384,0.14667992936233842,0.16149809537436224,3.215110753368901e-265
22,0.3192666516360202,0.1685092340063331,0.24459020537015183,0.2676339089874949,5.13563668304545e-122,2.780623406649102e-259,2.6313350760497235e-99
23,0.35864151138627365,4.468902788624894e-101,0.0,0.02255234139381445,2.2967891736806513e-06,0.0,0.6188038504307383
24,6.028967294910963e-06,7.9112432143492e-31,0.12499397103247013,0.0,8.991437881734772e-30,1.2125210316164717e-22,0.8750000000002349
25,3.7162532156755085e-282,1.3031983869487612e-64,0.5565907234816821,0.08940425598723716,0.2064595480882423,0.1475454724428384,4.9757e-320
26,1.188359564124951e-282,0.21694666937712573,0.5924796870478879,2.7235014846846173e-60,0.19057364357498646,3.41732629873757e-300,7.46448578878431e-77
27,0.2922735954872576,0.0,0.4059005667709339,4.485290040780271e-99,0.15808902538073477,0.14373681236107377,4.071645699961035e-301
28,1.9274659320139306e-43,0.18486640587277162,0.18454390668923237,0.505589687437996,4.4311033888089966e-253,0.125,1.2593154126063535e-53
29,3.0228333862741365e-26,0.0,1.0621695526436324e-07,0.2499999251315842,0.2653756109334516,0.48462435771800894,8.646109872729765e-235
30,0.14400828639391383,0.21421907984681665,0.17659862192938908,1.528936075131085e-54,0.4651740118298804,5.082079383379086e-233,4.390820319301977e-81
31,0.43406619014986203,0.13044478283496022,0.146821731170027,3.1076281605632e-68,0.0,0.2886672958451507,2.2536733716500955e-83
32,0.0,0.7226232463173446,0.12499999999999999,4.273358073766215e-152,0.15237675368265535,0.0,2.495102023112621e-38
33,0.45884218539614685,0.0,2.9424583245139215e-290,3.4763321104116917e-177,0.39151407279571504,0.14964374180813816,4.3861177796054095e-239
34,1.791303600950633e-05,4.2580848883992323e-44,0.12498208696375554,0.0,9.85714875601249e-31,6.753160792385477e-23,0.8750000000002349
35,0.7142857142857143,0.0,0.2857142857142857,2.0289483984635108e-26,0.0,0.0,0.0
